"Date","Value_type_1","Value_type_2"
"2019-02-19 00:00:00","378878.46875","348343.75"
"2019-02-20 00:00:00","367959.15625","364809.09375"
"2019-02-21 00:00:00","330200.375","402891.59375"
"2019-02-22 00:00:00","308278.40625","393370.6875"
"2019-02-23 00:00:00","258132.78125","397113"
"2019-02-24 00:00:00","242042.484375","372414.71875"
"2019-02-25 00:00:00","313236.96875","383542.59375"
"2019-02-26 00:00:00","292670.9375","399482.03125"
"2019-02-27 00:00:00","282835.21875","406766.53125"
"2019-02-28 00:00:00","286728.03125","394823.3125"
"2019-03-01 00:00:00","279930.875","387229.1875"
"2019-03-02 00:00:00","197900.71875","435395.78125"
"2019-03-03 00:00:00","165496.390625","461938.46875"
"2019-03-04 00:00:00","189091.46875","524007.65625"
"2019-03-05 00:00:00","220267.71875","443180.21875"
"2019-03-06 00:00:00","169217.65625","595448.625"
"2019-03-07 00:00:00","230964.625","484785"
"2019-03-08 00:00:00","267639.71875","387191.1875"
"2019-03-09 00:00:00","210642.328125","405129.78125"
"2019-03-10 00:00:00","177796.6875","425784.90625"
"2019-03-11 00:00:00","239867.09375","449429.875"
"2019-03-12 00:00:00","223909.40625","468765.34375"
"2019-03-13 00:00:00","181520.875","522962"
"2019-03-14 00:00:00","236443.359375","475071.84375"
"2019-03-15 00:00:00","257757.21875","439461.46875"
"2019-03-16 00:00:00","201819.046875","419918.625"
"2019-03-17 00:00:00","157456.078125","484551.5"
"2019-03-18 00:00:00","207244.015625","465928.78125"
"2019-03-19 00:00:00","190030.0625","479651.34375"
"2019-03-20 00:00:00","221454.21875","481351.46875"
"2019-03-21 00:00:00","249317.125","448324.25"
"2019-03-22 00:00:00","253611.84375","434494.59375"
"2019-03-23 00:00:00","221637.75","398382.1875"
"2019-03-24 00:00:00","187957.796875","407208.46875"
"2019-03-25 00:00:00","189829.375","529846.125"
"2019-03-26 00:00:00","162615.046875","571496.875"
"2019-03-27 00:00:00","197390.703125","506424.21875"
"2019-03-28 00:00:00","241080.234375","482325.375"
"2019-03-29 00:00:00","257662.0625","452540.15625"
"2019-03-30 00:00:00","247082.625","397174.90625"
"2019-03-31 00:00:00","248515.546875","327372.84375"
"2019-04-01 00:00:00","332752.90625","332922.78125"
"2019-04-02 00:00:00","314849.5","350896.96875"
"2019-04-03 00:00:00","232650.125","447247.6875"
"2019-04-04 00:00:00","275909.46875","432684.53125"
"2019-04-05 00:00:00","256095.3125","443241.8125"
"2019-04-06 00:00:00","178476.484375","486168.28125"
"2019-04-07 00:00:00","184147.8125","440918.28125"
"2019-04-08 00:00:00","261135.3125","429601.8125"
"2019-04-09 00:00:00","227257.890625","483428.5"
"2019-04-10 00:00:00","253756.453125","459203.65625"
"2019-04-11 00:00:00","274032.6875","441295.34375"
"2019-04-12 00:00:00","273146.15625","416369.9375"
"2019-04-13 00:00:00","251269.875","344455.84375"
"2019-04-14 00:00:00","223869.890625","348322.75"
"2019-04-15 00:00:00","234624.921875","431120.84375"
"2019-04-16 00:00:00","297761.625","372760.46875"
"2019-04-17 00:00:00","211006.671875","489849.03125"
"2019-04-18 00:00:00","242877.140625","378841.4375"
"2019-04-19 00:00:00","183786.546875","435203.53125"
"2019-04-20 00:00:00","167169.8125","473809.875"
"2019-04-21 00:00:00","183219.4375","388803.5"
"2019-04-22 00:00:00","247861.84375","360275.25"
"2019-04-23 00:00:00","214291.0625","451732.46875"
"2019-04-24 00:00:00","171113.640625","557068.375"
"2019-04-25 00:00:00","166326.265625","565281.5"
"2019-04-26 00:00:00","214726","489545.875"
"2019-04-27 00:00:00","209625.5625","392750.875"
"2019-04-28 00:00:00","191995.6875","399087.375"
"2019-04-29 00:00:00","282647.96875","367744.0625"
"2019-04-30 00:00:00","277634.9375","367920.25"
"2019-05-01 00:00:00","194918.6875","394680.75"
"2019-05-02 00:00:00","214186.53125","467037.34375"
"2019-05-03 00:00:00","236106.296875","444672.15625"
"2019-05-04 00:00:00","201358.5625","435825.625"
"2019-05-05 00:00:00","170663.625","451156.4375"
"2019-05-06 00:00:00","287354","353523.03125"
"2019-05-07 00:00:00","278189.34375","418341.9375"
"2019-05-08 00:00:00","177079.671875","557314.375"
"2019-05-09 00:00:00","224555.421875","484667.78125"
"2019-05-10 00:00:00","234103","457877.3125"
"2019-05-11 00:00:00","237571.734375","395259.78125"
"2019-05-12 00:00:00","171405.21875","447793.46875"
"2019-05-13 00:00:00","241774.171875","448343.5625"
"2019-05-14 00:00:00","288804.71875","376194.96875"
"2019-05-15 00:00:00","296225.1875","366272.375"
"2019-05-16 00:00:00","277701.65625","389779.625"
"2019-05-17 00:00:00","206566.5625","530355.5625"
"2019-05-18 00:00:00","231169.625","399287.90625"
"2019-05-19 00:00:00","237231.625","380774.8125"
"2019-05-20 00:00:00","311770.65625","330609.21875"
"2019-05-21 00:00:00","321275.90625","312947.875"
"2019-05-22 00:00:00","339105.8125","311802.53125"
"2019-05-23 00:00:00","332254.59375","313457.8125"
"2019-05-24 00:00:00","270250.71875","415463.8125"
"2019-05-25 00:00:00","215423.21875","435740.78125"
"2019-05-26 00:00:00","209749.96875","405634.84375"
"2019-05-27 00:00:00","285292.40625","394644.9375"
"2019-05-28 00:00:00","271447.3125","449609"
"2019-05-29 00:00:00","276280.0625","439054.84375"
"2019-05-30 00:00:00","312098.65625","369870.625"
"2019-05-31 00:00:00","326381.40625","352912"
"2019-06-01 00:00:00","302365.375","331142.53125"
"2019-06-02 00:00:00","290368.96875","340561.96875"
"2019-06-03 00:00:00","351749.5625","340909.84375"
"2019-06-04 00:00:00","332489.4375","411414.96875"
"2019-06-05 00:00:00","301838.96875","430029.1875"
"2019-06-06 00:00:00","279526.34375","440171.125"
"2019-06-07 00:00:00","274937.28125","451278.15625"
"2019-06-08 00:00:00","277031.4375","372558.25"
"2019-06-09 00:00:00","240330.359375","370706.28125"
"2019-06-10 00:00:00","249924.453125","417158.53125"
"2019-06-11 00:00:00","266624.375","429003"
"2019-06-12 00:00:00","301388.96875","380429.59375"
"2019-06-13 00:00:00","293688.3125","401314.9375"
"2019-06-14 00:00:00","300913.9375","392227.5625"
"2019-06-15 00:00:00","10358.357421875","16595.703125"
